uid	age	gender
8685188	25-34	F
8692632	35-44	F
8695680	25-34	M
8706080	25-34	F
8708455	18-24	M
8708511	25-34	M
8710515	25-34	M
8724043	18-24	M
8728938	25-34	F
8733065	18-24	M
8736242	25-34	F
8742515	35-44	M
8742997	18-24	M
8746533	25-34	M
8747576	18-24	M
8748895	18-24	M
8752690	18-24	M
8755219	25-34	M
8762582	25-34	M
8777452	18-24	M
8790311	25-34	F
8790512	18-24	M
8790654	Under 18	F
8793085	35-44	M
8793449	45-49	M
8795438	18-24	M
8797596	18-24	F
8799717	25-34	M
8801241	18-24	M
8808765	25-34	M
8810253	25-34	M
8810589	18-24	M
8812143	18-24	M
8813091	18-24	F
8821950	18-24	M
8832481	25-34	M
8856168	25-34	M
8856533	25-34	M
8859093		M
8868468	25-34	M
8889471	18-24	M
8889537	18-24	M
8890887	18-24	M
8909683	25-34	M
8914251		M
8919594	18-24	F
8926629	45-49	M
8932600	18-24	M
8937554	35-44	M
8941731	18-24	M
8942245	18-24	F
8944042	25-34	M
8951814	18-24	M
8964741	18-24	M
8971680	18-24	M
8985317	18-24	F
8989144	25-34	M
8992416	18-24	M
9000603	Under 18	M
9017291	18-24	M
9019961	18-24	F
9024412	18-24	M
9027470	25-34	M
9029468	18-24	M
9035146	18-24	M
9039619	18-24	F
9060655	25-34	M
9063427	18-24	M
9068556	18-24	M
9085838	18-24	M
9087534	18-24	M
9106243	25-34	M
9110165	25-34	F
9114711	18-24	M
9114933	18-24	F
9127610	18-24	M
9132904	25-34	M
9145069	25-34	M
9149110	18-24	M
9150930	18-24	M
9166046	25-34	M
9167678	25-34	M
9168992	18-24	F
9177460	18-24	M
9178381	18-24	F
9186177	25-34	F
9194110	25-34	M
9200843	18-24	M
9216087	25-34	M
9226910	25-34	M
9238938	25-34	M
9239245	25-34	M
9239366	25-34	M
9254231	35-44	M
9277744	25-34	F
9278212	18-24	F
9278351	18-24	M
9284607	25-34	F
9285035	18-24	M
9295347		M
9303053	18-24	M
9307983	25-34	F
9308081	18-24	F
9312684	25-34	M
9314164	25-34	M
9317152	18-24	M
9320158	18-24	M
9323212	18-24	F
9327685	25-34	M
9329060	25-34	M
9331127	35-44	M
9342714	18-24	M
9348058	25-34	M
9348645	18-24	M
9354910	25-34	M
9362434	25-34	M
9362876	18-24	M
9374605	25-34	M
9378408	25-34	M
9385639	25-34	M
9386186	25-34	M
9395773	18-24	M
9397579	25-34	M
9413267	25-34	M
9418109	18-24	F
9418596	18-24	M
9423480	25-34	F
9423850	25-34	M
9427317	25-34	M
9429527	35-44	M
9443294	18-24	F
9444321	18-24	F
9451212	25-34	M
9454105	18-24	M
9457484	25-34	M
9461081	18-24	F
9462483	18-24	M
9469086	18-24	M
9484493	18-24	M
9486839	18-24	F
9490783	18-24	M
9523193	25-34	M
9524141	18-24	M
9533363	18-24	M
9536334	18-24	M
9546474	25-34	F
9552431	18-24	F
9554942	18-24	M
9556895	18-24	F
9559661	18-24	M
9615501	35-44	M
9632418	18-24	M
9644506	25-34	M
9653444	25-34	M
9662719	18-24	F
9685640	18-24	M
9690768	25-34	M
9698827	35-44	M
9705464	25-34	M
9709098	18-24	M
9716135	25-34	M
9728517	35-44	M
9729936	25-34	F
9747744	18-24	M
9748111	25-34	M
9756788	18-24	M
9757687	18-24	M
9759573	18-24	M
9767262	18-24	M
9774973	35-44	M
9786855	18-24	M
9787127	25-34	M
9788638	25-34	F
9791341	18-24	M
9792835	25-34	M
9808039	25-34	F
9811903	18-24	M
9818864	Under 18	M
9824051	18-24	F
9834720	25-34	M
9835719	18-24	M
9841168	25-34	M
9845860	18-24	M
9849492	25-34	M
9866101	35-44	M
9868379	25-34	M
9885748	35-44	M
9888488	18-24	M
9892062	25-34	M
9897158	25-34	M
9902293	18-24	M
9903029	25-34	M
9910211	35-44	M
9911751	25-34	M
9930040	Under 18	M
9938243	18-24	M
9938820	18-24	M
9950917	25-34	M
9955980	18-24	M
9962427	18-24	M
9967352	25-34	M
9969005	25-34	M
9986504	18-24	M
9987052	18-24	M
10009482	25-34	F
10019568	18-24	M
10025948	18-24	M
10026004	18-24	M
10030747	18-24	M
10031599	18-24	F
10031641	25-34	M
10046857	18-24	M
10049597	18-24	M
10053550	18-24	M
10067398	25-34	M
10080566	18-24	F
10084850	18-24	M
10113848	18-24	F
10126678	45-49	M
10131595	18-24	F
10137159	18-24	M
10144757	18-24	M
10146116	18-24	M
10190750	25-34	M
10201685	25-34	M
10205459	25-34	M
10208037	25-34	M
10209345	18-24	M
10213204	25-34	M
10232643	18-24	M
10242776	25-34	M
10255145	25-34	M
10255793	18-24	M
10259739	18-24	M
10263413	18-24	M
10263779	25-34	M
10271125	18-24	M
10282392	18-24	M
10286236	25-34	M
10292940	25-34	M
10305118	18-24	M
10309754	18-24	F
10316808	18-24	M
10316978	18-24	M
10317771	25-34	M
10326405	18-24	M
10327490	25-34	M
10335983	18-24	M
10338243	18-24	M
10338786	25-34	M
10345736	18-24	M
10355092	25-34	M
10355579	25-34	M
10367110	18-24	F
10373475	Under 18	F
10379720	18-24	F
10382156	25-34	M
10382559	25-34	M
10382754	18-24	F
10386404	18-24	M
10396387	18-24	M
10396897	18-24	F
10400549	18-24	M
10406196	18-24	M
10413494	18-24	M
10416635	18-24	M
10418362	18-24	M
10418767	25-34	M
10419623	18-24	M
10424427	18-24	M
10425448	25-34	M
10425873	25-34	M
10433472	25-34	M
10436342	25-34	M
10437882	25-34	M
10440681	35-44	M
10444228	25-34	M
10446320	18-24	M
10452108	18-24	F
10455208	25-34	M
10458428	50-55	M
10472087	25-34	M
10472880	25-34	M
10478649	18-24	M
10479279	35-44	M
10480575	25-34	M
10480939	35-44	M
10485827	35-44	M
10492907	35-44	M
10513522	25-34	M
10525792	18-24	M
10544181	18-24	M
10548905	18-24	M
10549391	18-24	M
10555048	25-34	M
10567041	25-34	M
10597659	18-24	M
10600912	18-24	M
10605224	25-34	M
10609531	18-24	M
10610084	18-24	M
10624844	25-34	M
10627154	Under 18	F
10629768	Under 18	M
10634195	18-24	M
10635385	18-24	F
10643777	18-24	M
10645698	18-24	M
10653764	18-24	F
10657000	18-24	M
10660521	18-24	M
10670390	18-24	M
10671657	18-24	M
10674038	25-34	M
10676255	25-34	M
10681947	18-24	M
10686756	18-24	M
10688454	25-34	M
10698065	18-24	F
10700418	18-24	M
10701214	18-24	F
10706893	18-24	M
10710247	18-24	F
10717392	18-24	F
10722434	25-34	M
10723948	18-24	M
10737613	25-34	M
10744133	18-24	M
10756653	18-24	M
10776596	18-24	M
10785907	25-34	M
10808523	18-24	M
10809267	25-34	M
10811787	25-34	F
10819889	18-24	M
10830565	25-34	M
10840258	25-34	M
10844367	18-24	F
10855692	18-24	F
10856669	25-34	F
10863903	25-34	M
10868740	18-24	M
10878312	25-34	M
10884902	45-49	M
10886518	18-24	M
10888333	35-44	M
10888614	18-24	M
10894379	35-44	M
10898858	35-44	M
10900730	18-24	F
10900877	18-24	M
10924220	18-24	F
10932093	18-24	M
10940172	18-24	M
10940639	18-24	F
10978480	25-34	M
10980926	18-24	M
10989993	18-24	M
10992250	35-44	M
11009458	18-24	M
11022676	18-24	M
11044625	25-34	M
11047417	Under 18	M
11052334	35-44	F
11055302	18-24	M
11055803	35-44	M
11058737	18-24	M
11061630	18-24	F
11066349	18-24	M
11068360	25-34	M
11072659	25-34	M
11072669	18-24	F
11073590	25-34	M
11092087	18-24	M
11113679	18-24	F
11119631	18-24	M
11121987	18-24	F
11127575	18-24	M
11144481	35-44	M
11150283	18-24	M
11163870	18-24	F
11164940	25-34	M
11178832	25-34	F
11181061	18-24	F
11187527	18-24	M
11192508	18-24	M
11193476	25-34	M
11200920	18-24	M
11202364	18-24	M
11205295	18-24	M
11207709	18-24	M
11219981	25-34	M
11221012	18-24	F
11233123	18-24	M
11242927	18-24	M
11247022	25-34	M
11248367	18-24	M
11256179	18-24	F
11269639	25-34	F
11275765	25-34	M
11313815	18-24	M
11315730	18-24	M
11317783	18-24	M
11330440	18-24	M
11345534	18-24	M
11346510	18-24	M
11347080	25-34	M
11363234	25-34	M
11367092	18-24	M
11373109	18-24	M
11377057	18-24	M
11381182	18-24	M
11424606	35-44	M
11430050	25-34	M
11431230	18-24	F
11445502	25-34	M
11456444	18-24	M
11458254	25-34	M
11466912	18-24	F
11468114	18-24	M
11480162	25-34	M
11508295	18-24	M
11513265	18-24	F
11516373	18-24	M
11517030	25-34	M
11535767	Under 18	F
11541773	18-24	M
11559496	18-24	F
11577005	18-24	M
11579147	25-34	M
11580386	18-24	M
11602082	18-24	F
11609813	25-34	M
11613519	18-24	M
11616430	18-24	M
11622919	25-34	M
11626533	18-24	M
11633482	25-34	M
11644967	18-24	M
11655270	18-24	M
11655886	18-24	M
11661385	18-24	M
11661754	18-24	F
11669844	18-24	M
11680821	25-34	M
11681463	18-24	M
11691262	25-34	M
11693759	18-24	M
11724818	18-24	M
11736960	18-24	M
11740890	25-34	F
11759015	18-24	M
11781030	18-24	M
11788491	25-34	M
11810750	25-34	F
11811105	25-34	M
11815209	25-34	M
11819149	18-24	M
11823351	18-24	M
11825204	18-24	M
11828750	18-24	M
11838174	35-44	M
11839601	35-44	M
11845109	25-34	M
11850262	18-24	M
11857868	18-24	M
11883139	18-24	F
11884177	25-34	M
11892980	18-24	M
11916981	25-34	M
11920850	18-24	M
11924005	18-24	M
11935787	25-34	M
11943990	18-24	F
11958148	18-24	M
11969358	18-24	M
12018717	18-24	M
12030402	18-24	M
12042038	18-24	F
12043444	18-24	F
12044719	18-24	M
12049268	18-24	F
12049963	18-24	M
12072999	35-44	M
12078056	25-34	M
12095057	18-24	M
12100748	18-24	F
12109824	18-24	M
12121349	18-24	F
12129111	25-34	M
12135499	18-24	F
12141887	18-24	M
12148239	35-44	M
12159497	18-24	M
12177752	18-24	M
12184246	Under 18	M
12190720	18-24	F
12191762	Under 18	M
12193340	18-24	M
12199006	35-44	M
12211838	35-44	M
12213992	25-34	M
12236795	18-24	F
12252084	25-34	M
12270698	25-34	M
12279005	25-34	M
12280213	25-34	M
12280917	25-34	F
12305135	18-24	M
12309483	45-49	M
12312859	25-34	F
12344138	25-34	M
12345994	18-24	M
12353721	18-24	F
12364805	18-24	M
12366425	18-24	M
12366431	18-24	M
12373741	25-34	M
12374721	25-34	M
12392785	25-34	M
12403658	18-24	M
12405551	25-34	M
12419187	25-34	M
12431519	25-34	F
12437132	18-24	M
12438107	25-34	M
12441391	18-24	M
12441907	18-24	M
12442274	25-34	M
12449203	25-34	M
12490932	18-24	M
12491338	25-34	M
12508759	18-24	M
12542931	18-24	F
12548303	18-24	M
12553690	25-34	M
12562650	18-24	M
12600817	18-24	M
12605294	18-24	M
12608018	18-24	M
12633135	18-24	M
12657044	25-34	F
12669836	25-34	M
12681293	18-24	F
12682937	18-24	F
12691623	18-24	F
12701326	25-34	M
12709610	18-24	M
12709840	25-34	M
12724156	25-34	M
12724638	35-44	M
12730813	18-24	M
12752026	18-24	F
12770421	18-24	F
12773706	18-24	M
12792676	18-24	M
12802355	18-24	M
12828499	18-24	M
12842776	18-24	F
12844271	18-24	M
12848152	18-24	M
12852137	Under 18	M
12854292	25-34	M
12862424	18-24	M
12868676	18-24	M
12880910	35-44	M
12896210	25-34	M
12904455	18-24	M
12928419	18-24	F
12935251	18-24	F
12939044	18-24	M
12950596	18-24	M
12951794	18-24	M
12960743	18-24	M
12960776	18-24	F
12966633	18-24	M
12975728	25-34	M
12980590	18-24	F
12987728	18-24	M
13000062	18-24	M
13008781	18-24	M
13022161	18-24	M
13030893	25-34	M
13035347	18-24	M
13040422	18-24	M
13041460	18-24	M
13063299	18-24	M
13067987	18-24	M
13069095	18-24	M
13070174	18-24	M
13091927	18-24	M
13096346	18-24	M
13107335	18-24	M
13113238	25-34	F
13120311	25-34	M
13136809	18-24	F
13138949	25-34	M
13176331	18-24	M
13187430	18-24	F
13225494	25-34	M
13254134	18-24	M
13263488	18-24	F
13274002	25-34	M
13277707	25-34	M
13277770	18-24	M
13285263	18-24	F
13288391	25-34	M
13291586	18-24	M
13294100	25-34	M
13294804	18-24	M
13305160	18-24	M
13305697	18-24	M
13341454	18-24	F
13344174	25-34	M
13351441	25-34	M
13353181	18-24	M
13375345	18-24	M
13417076	18-24	M
13439948	18-24	F
13444965	18-24	M
13448050	Under 18	M
13469628	25-34	M
13471412	18-24	M
13480569	35-44	F
13526918	18-24	M
13542335	25-34	M
13550637	18-24	M
13579593	18-24	M
13587690	18-24	M
13593686	25-34	M
13595416	18-24	M
13600916	18-24	F
13613092	35-44	M
13614275	18-24	F
13629843	25-34	M
13635457	Under 18	M
13639824	18-24	M
13641238	18-24	M
13652473	25-34	M
13655063	18-24	M
13675341	18-24	M
13701585	25-34	F
13705709	25-34	M
13725104	Under 18	M
13728711	18-24	F
13732425	18-24	M
13732575	18-24	F
13742447	Under 18	M
13745498	18-24	M
13750804	25-34	M
13754580	18-24	M
13768188	25-34	M
13770579	25-34	F
13804551	18-24	M
13806549	25-34	M
13825117	18-24	F
13829297	18-24	M
13833494	45-49	F
13838095	18-24	M
13839343	25-34	M
13844152	18-24	M
13853649	18-24	F
13868789	18-24	M
13876752	35-44	M
13882540	18-24	M
13889005	18-24	M
13890857	18-24	M
13900075	18-24	M
13908807	25-34	M
13916668	35-44	M
13926899	50-55	F
13934588	18-24	M
13945555	18-24	M
13949794	25-34	M
13952645	18-24	F
13989047	18-24	M
14012359	18-24	M
14019044	18-24	M
14022772	18-24	M
14028031	50-55	M
14030592	18-24	F
14031991	18-24	M
14040499	18-24	F
14041598	18-24	F
14080541	18-24	M
14106918	25-34	M
14117804	18-24	M
14131128	25-34	M
14143152	18-24	M
14147629	25-34	M
14156239	18-24	M
14167493	25-34	M
14167588	18-24	F
14186113	35-44	M
14193250	25-34	M
14195070	18-24	M
14204994	25-34	M
14209179	18-24	M
14213130	18-24	M
14218734	18-24	M
14229678	25-34	M
14231645	18-24	F
14237111	18-24	M
14237684	18-24	F
14240473	18-24	M
14241663	18-24	M
14254785	35-44	M
14258251	35-44	M
14265729	18-24	M
14267682	18-24	M
14277450	25-34	M
14314499	25-34	M
14315548	25-34	F
14316142	18-24	F
14332325	18-24	F
14333822	18-24	M
14335016	18-24	M
14344998	25-34	M
14345010	50-55	M
14348882	25-34	M
14361893	18-24	M
14368697	18-24	F
14370017	18-24	F
14379311	25-34	M
14389115	18-24	M
14407133	18-24	F
14407210	18-24	M
14407900	18-24	M
14419918	25-34	M
14420385	35-44	M
14429827	Under 18	M
14446802	18-24	M
14450374	18-24	M
14461662	18-24	M
14466582	25-34	M
14480015	18-24	M
14503758	25-34	F
14506007	Under 18	F
14521883	25-34	M
14529032	25-34	F
14537710	18-24	F
14554380	18-24	F
14565143	18-24	M
14578071	18-24	F
14580888	25-34	M
14583323	18-24	M
14591690	25-34	M
14600181	18-24	M
14647540	18-24	M
14649240	18-24	F
14653360	18-24	M
14656105	18-24	M
14657666	25-34	M
14665159	25-34	M
14675267	18-24	M
14682038	18-24	M
14690635	18-24	M
14705480	18-24	M
14706656	25-34	M
14707578	18-24	F
14709676	Under 18	M
14718956	18-24	M
14721316	18-24	M
14724664	18-24	M
14730560	18-24	M
14774992	25-34	M
14796648	18-24	M
14810974	18-24	M
14815275	18-24	F
14828534	Under 18	F
14831246	18-24	M
14855249	35-44	M
14869243	18-24	M
14869304	25-34	F
14871205	18-24	M
14886579	35-44	M
14886845	Under 18	F
14887814	25-34	M
14888498	18-24	M
14888529	25-34	M
14929376	25-34	M
14942262	18-24	M
14975516	18-24	F
14994284	Under 18	M
15000721	25-34	M
15003307	25-34	M
15019360	18-24	M
15019980	18-24	M
15023742	35-44	M
15042948	35-44	M
15046262	18-24	M
15049455	18-24	F
15076758	25-34	M
15084517	35-44	M
15088846	18-24	M
15090559	18-24	F
15091067	35-44	M
15110560	18-24	F
15120388	18-24	M
15127474	Under 18	M
15151352	25-34	M
15173073		M
15179660	18-24	M
15195842		M
15196977	18-24	F
15222191	35-44	M
15223799	18-24	M
15231868	18-24	F
15269233	25-34	M
15285286	25-34	M
15288051	18-24	M
15291477	18-24	M
15301491	18-24	F
15307955	18-24	M
15310874	25-34	F
15311493	18-24	F
15317754	25-34	M
15318365	18-24	M
15324504	18-24	M
15329100	25-34	M
15358930	18-24	M
15381702	25-34	M
15396976	35-44	M
15402166	25-34	M
15415889	18-24	M
15424710	18-24	M
15435388	18-24	F
15465723	18-24	F
15471540	18-24	M
15472218	18-24	F
15487663	35-44	M
15507088	18-24	M
15507910	18-24	F
15510454	18-24	M
15538805	25-34	M
15539504	18-24	M
15541614	35-44	M
15552131	25-34	M
15566622	25-34	M
15572058	25-34	M
15591671	35-44	M
15609486	35-44	M
15613501	25-34	M
15626065	25-34	M
15636162	50-55	M
15654239	18-24	F
15659089	35-44	M
15679057	35-44	M
15684270	25-34	M
15693210	45-49	F
15693752	18-24	M
15696847	18-24	M
15699269	25-34	M
15712634	25-34	M
15725877	18-24	F
15731536	18-24	M
15734459	18-24	M
15739176	25-34	M
15778333	Under 18	M
15788462	18-24	F
15789990	25-34	F
15834604	18-24	F
15847956	25-34	M
15849244	18-24	M
15858605	35-44	M
15864271	18-24	M
15867823	25-34	M
15876110	18-24	M
15884165	18-24	M
15889294	18-24	M
15911643	35-44	F
15914619	50-55	M
15915009	18-24	M
15920258	25-34	F
15923449	25-34	M
15927011	18-24	M
15950600	18-24	M
15970457	18-24	M
15971978	Under 18	M
15999286	18-24	M
15999778	18-24	M
16009811	18-24	M
16015060	Under 18	M
16021318	18-24	M
16043017	18-24	M
16060451		M
16072747	18-24	M
16079172	35-44	M
16087194	25-34	M
16093305	18-24	M
16119133	18-24	M
16119311	18-24	M
16126799	50-55	M
16133963	25-34	M
16135845	25-34	M
16156558	25-34	M
16159995	25-34	M
16166818	18-24	M
16194544	18-24	F
16210686	25-34	M
16223563	18-24	M
16260340	Under 18	F
16269350	Under 18	F
16270462	18-24	F
16287684	35-44	M
16293046	25-34	F
16308119	18-24	M
16311176	35-44	F
16313495	18-24	F
16319222	25-34	M
16332887	18-24	M
16340082	18-24	M
16343684	18-24	F
16362468	25-34	M
16375491	18-24	F
16385164	18-24	M
16400833	18-24	F
16403760	25-34	M
16412867	25-34	M
16440815	18-24	M
16460184	18-24	M
16465682	25-34	M
16562986	25-34	M
16588938	18-24	F
16591625	25-34	F
16620845	18-24	M
16622219	18-24	M
16659474	18-24	M
16721517	18-24	M
16723888	18-24	M
16726485	18-24	F
16740731	18-24	M
16747332	18-24	M
16750047	Under 18	M
16770958	18-24	M
16776605	25-34	M
16794265	18-24	F
16803861	25-34	M
16805251	35-44	M
16820906	18-24	M
16849161	35-44	M
16907010	18-24	F
16908327	18-24	F
16948502	25-34	M
16965762	18-24	F
16974766	18-24	F
16976956	18-24	M
17000079	25-34	M
17004989	18-24	M
17005170	18-24	M
17035824	18-24	F
17037207	18-24	M
17065689	18-24	M
17092303	18-24	M
17094509	18-24	M
17101270	18-24	F
17118505	18-24	M
17133048	18-24	F
17147390	18-24	M
17151300	25-34	F
17168996	25-34	F
17200326	18-24	F
17219934	18-24	M
17250557	18-24	M
17262457	18-24	M
17272211	18-24	M
17294734	25-34	F
17300169	25-34	M
17311000	25-34	M
17323450	18-24	M
17336331	25-34	M
17344026	35-44	M
17394124	25-34	M
17395920	18-24	M
17410773	25-34	M
17423962	18-24	M
17426999	18-24	M
17443204	18-24	F
17443520	18-24	M
17460675	18-24	F
17475883	50-55	M
17527220	18-24	M
17534106	Under 18	M
17536136	18-24	M
17539509	18-24	F
17549171	18-24	F
17603656	18-24	F
17609997	25-34	M
17622554	18-24	F
17634835	18-24	M
17648036	18-24	M
17672879	18-24	M
17675621	18-24	M
17681456	18-24	M
17704917	18-24	F
17707628	25-34	M
17712197	18-24	M
17730162	18-24	F
17773316	18-24	M
17787527	18-24	M
17792350	18-24	M
17798529	18-24	F
17805568	35-44	M
17818667	18-24	F
17836027	18-24	M
17872357	35-44	M
17884446	18-24	M
17896034	25-34	F
17898034	18-24	F
17939010	35-44	M
17971871	18-24	M
17972420	Under 18	F
17975406	18-24	M
17984303	25-34	F
17986707	18-24	F
17993016	18-24	F
18020478	18-24	M
18021560	25-34	M
18023238	25-34	M
18024628	18-24	F
18038671	18-24	M
18050324	18-24	F
18074357	18-24	F
18080440	18-24	M
18098910	18-24	M
18118647	18-24	F
18132118	18-24	M
18138523	18-24	M
18139896	25-34	M
18157628	18-24	M
18159123	Under 18	M
18196048	18-24	M
18197054	18-24	M
18222258	18-24	M
18232666	18-24	M
18238604	18-24	M
18244319	25-34	F
18250112	18-24	M
18280286	25-34	F
18290863	25-34	M
18305820	25-34	M
18319039	25-34	M
18325521	18-24	F
18350904	18-24	M
18354371	18-24	M
18359066	Under 18	M
18370368	18-24	M
18378455	18-24	M
18404975	18-24	M
18407818	18-24	M
18416642	Under 18	M
18427809	18-24	F
18433120	35-44	M
18478179	18-24	M
18482871	25-34	M
18498855	18-24	F
18499920		M
18516987	18-24	F
18541122	25-34	M
18556633	25-34	M
18567143	18-24	M
18592148	18-24	M
18597354	25-34	M
18597786	25-34	F
18607226	18-24	M
18610889	25-34	M
18627625	25-34	F
18654310	25-34	M
18654607	18-24	M
18699070	18-24	M
18701242	18-24	M
18780822	18-24	F
18787755	25-34	M
18807557	35-44	M
18847794	18-24	F
18893500	18-24	F
18896039	25-34	M
18900186	25-34	M
18932836	25-34	M
18933148	35-44	M
18936694	18-24	M
18945367	35-44	M
18960351	18-24	M
18960900	18-24	F
18988412	25-34	M
19003657	25-34	M
19005040	25-34	M
19067514	18-24	M
19067788	18-24	M
19078903	18-24	M
19086268	45-49	M
19112585	18-24	M
19134099	18-24	M
19140219	Under 18	M
19141525	18-24	M
19148514	18-24	M
19178563	25-34	M
19187701	18-24	M
19190747	18-24	M
19192269	18-24	M
19197360	25-34	M
19208366	25-34	F
19238493	Under 18	F
19269412	18-24	M
19277193	18-24	F
19282587	25-34	M
19304811	18-24	M
19317518	18-24	M
19329136	18-24	M
19332851	25-34	F
19333537	18-24	M
19335230	18-24	M
19336418	18-24	M
19341372	18-24	M
19349697	18-24	F
19351706	18-24	F
19364309	18-24	M
19369360	50-55	M
19389378	18-24	F
19411752	Under 18	M
19427402	25-34	M
19434409	18-24	F
19441906	18-24	F
19453511	18-24	M
19461984	18-24	M
19466046	18-24	F
19498785	18-24	M
19501445		M
19515716	18-24	M
19517839	25-34	M
19523759	Under 18	M
19573863	25-34	M
19574352	25-34	F
19581196	18-24	F
19598977	18-24	M
19601168	18-24	F
19614288	18-24	F
19616913	18-24	M
19620878	18-24	F
19635452	Under 18	F
19643135	18-24	M
19653390	18-24	M
19673047	18-24	M
19677139	18-24	M
19680888	18-24	F
19683600	18-24	M
19690897	18-24	M
19722726	25-34	M
19732689	35-44	M
19734547	18-24	M
19738038	18-24	M
19766507	18-24	F
19778580	35-44	M
19793950	18-24	F
19800111	25-34	M
19809183	18-24	F
19814305	Under 18	M
19818898	18-24	M
19820674	18-24	F
19840309	18-24	M
19853926	18-24	F
19863307	18-24	F
19868309	18-24	M
19875479	18-24	F
19895776	25-34	M
19897848	35-44	M
19901591	25-34	M
19905079	18-24	M
19916568	Under 18	M
19925081	35-44	M
19936144	18-24	F
19954741	35-44	M
19957565	18-24	M
19964722	25-34	M
19968147	25-34	M
19983846	45-49	F
19987516	18-24	F
20000904	18-24	M
20012488	45-49	F
20026775	18-24	M
20059531	18-24	F
20066432	18-24	M
20067210	18-24	M
20098267	25-34	M
20137187	50-55	F
20138318	18-24	M
20146143	18-24	M
20165192	18-24	M
20193908	35-44	M
20213200	18-24	F
20225768	25-34	M
20226006	18-24	F
20249109	25-34	M
20256632	Under 18	F
20274304		M
20277598	18-24	M
20287050	18-24	M
20301606	50-55	M
20306549	18-24	M
20318709	25-34	M
20318799	18-24	M
20322918	25-34	F
20337050	18-24	M
20358724	18-24	M
20375709	25-34	F
20396719	Under 18	M
20421467	18-24	M
20440471	18-24	F
20452123	18-24	M
20456087	18-24	M
20471290	18-24	F
20482734	18-24	M
20504124	18-24	F
20507514	18-24	F
20512568	18-24	M
20530217	18-24	M
20537554	25-34	F
20554955	18-24	M
20600754	18-24	M
20605643	25-34	M
20607088	18-24	M
20635426	25-34	M
20640733	18-24	M
20660203	18-24	F
20670778	18-24	M
20704386	18-24	M
20706892	18-24	F
20725471	25-34	F
20737941	18-24	M
20753688	25-34	M
20755005	25-34	M
20778718	18-24	M
20803601	18-24	M
20814025	18-24	M
20821167	18-24	M
20821393	18-24	F
20823351	18-24	F
20840891	18-24	F
20844496	Under 18	M
20857385	18-24	F
20859993	25-34	M
20894066	18-24	M
20917024	18-24	M
20930656	18-24	F
20935112	18-24	M
20969959	45-49	M
20978022	18-24	F
20981536	18-24	M
20995589	35-44	M
21031636	18-24	M
21055660	25-34	F
21072247	18-24	M
21090920	Under 18	M
21118136	18-24	F
21124686	18-24	M
21136659	25-34	M
21148101	18-24	F
21148287	35-44	M
21153080	Under 18	M
21157136	18-24	M
21157436	25-34	M
21157672	18-24	F
21200754	18-24	M
21202018	45-49	M
21214123	18-24	M
21217726	Under 18	F
21218708	18-24	M
21222903	18-24	M
21225492	18-24	M
21254692	18-24	M
21286444	18-24	M
21293881	18-24	M
21294112	25-34	M
21300748	18-24	M
21322493	25-34	M
21324902	35-44	M
21335210	25-34	M
21349889	35-44	M
21360655	18-24	M
21377176	25-34	M
21386671	18-24	F
21387141	18-24	M
21401515	50-55	M
21419707	18-24	M
21443046	35-44	M
21447458	18-24	M
21464352	18-24	M
21474841	25-34	M
21480411	18-24	M
21487089	18-24	M
21494924	18-24	M
21496629	18-24	F
21526460	Under 18	M
21533023	18-24	M
21539734	18-24	M
21557890	18-24	F
21571696	50-55	M
21578140	25-34	M
21596725	18-24	M
21605858	18-24	F
21611472	18-24	M
21633096	18-24	M
21652085	18-24	F
21655303	18-24	F
21656482	25-34	M
21665399	18-24	M
21690979	25-34	M
21693988	18-24	M
21694065	Under 18	F
21713315	25-34	M
21713756	Under 18	M
21731120	25-34	M
21732924	35-44	M
21748346	18-24	F
21753531	18-24	M
21764355	25-34	F
21778569	25-34	M
21793434	18-24	M
21799873	25-34	M
21804008	25-34	F
21820924	18-24	M
21838424	Under 18	M
21849468	35-44	M
21857088	18-24	M
21870939	18-24	M
21880315	25-34	F
21888628	18-24	F
21890318	Under 18	M
21891175	Under 18	F
21895234	18-24	F
21897295	25-34	F
21901713	Under 18	M
21910487	18-24	M
21914521	18-24	M
21915787	Under 18	M
21917460	18-24	M
21918137	18-24	M
21937251	18-24	M
21947834	18-24	M
21993785	18-24	M
22010851	35-44	M
22043834	35-44	M
22097351	18-24	M
22107188	25-34	M
22108417	18-24	M
22138241	25-34	M
22156554	Under 18	F
22190561	18-24	M
22201228	18-24	M
22213101	18-24	M
22213588	25-34	F
22237998	25-34	M
22254257	18-24	M
22261081	18-24	M
22262546	18-24	M
22275362	Under 18	F
22276350	25-34	M
22277612	Under 18	M
22283153	18-24	F
22290471	18-24	M
22352444	18-24	M
22354542	35-44	M
22378877	18-24	M
22384058	18-24	M
22386137	25-34	M
22391894	18-24	F
22409923	18-24	M
22412996	18-24	M
22424211	18-24	M
22424781	18-24	M
22425500	45-49	M
22432618	18-24	M
22447932	18-24	M
22453645	18-24	M
22460989	18-24	M
22461284	35-44	M
22474625	18-24	M
22509622	25-34	M
22528498	18-24	F
22590664	18-24	M
22599861	18-24	F
22622703	18-24	M
22625115	Under 18	M
22639480	18-24	M
22655641	18-24	M
22660832	18-24	M
22674430	Under 18	M
22698364	18-24	M
22707398	18-24	M
22733557	25-34	M
22745161	18-24	F
22808801	18-24	F
22839861	25-34	M
22866290	18-24	M
22870436	18-24	F
23015272	18-24	F
