entity_head	relation	entity_tail
109	3	10512
128	3	4232
2252	3	3912
1301	3	4740
587	3	8331
1841	3	8454
601	3	12135
511	3	7934
268	3	9230
50	3	8474
2813	3	12538
782	3	8589
420	3	6876
2741	3	7934
837	3	7084
1585	3	11631
2825	3	4653
1716	3	4797
2897	3	12014
2669	3	12451
1126	3	10618
1993	3	6282
28	3	12436
362	3	12376
1183	3	5347
1374	3	11991
1078	3	8793
320	3	7658
665	3	8331
1454	3	10986
2109	3	3946
2445	3	9517
1478	3	9870
842	3	7084
390	3	5586
757	3	8072
2940	3	8091
913	3	4439
611	3	10271
1620	3	4409
671	3	6501
726	3	7921
880	3	12824
1190	3	11631
219	3	12376
1557	3	6663
126	3	7554
1326	3	12376
1294	3	8892
200	3	9125
791	3	10172
1911	3	7934
1083	3	12376
772	3	12717
353	3	13548
105	3	5436
1067	3	9554
1900	3	3240
401	3	11991
213	3	7554
1141	3	8210
584	3	4023
536	3	8950
2973	3	4740
89	3	13419
112	3	12720
749	3	12717
1802	3	3779
2284	3	12376
118	3	3469
1967	3	7934
999	3	13179
192	3	10747
544	3	9705
1014	3	11610
75	3	5126
138	3	9778
1743	3	7660
1442	3	7496
1234	3	3901
1119	3	11685
395	3	4873
1020	3	10121
2455	3	11123
2564	3	9706
522	3	8752
1101	3	12376
133	3	10991
1920	3	8781
512	3	6930
46	3	8305
140	3	9916
2477	3	11123
564	3	6391
856	3	5996
2208	3	3067
131	3	9427
2162	3	3887
2284	3	7049
2458	3	9494
726	3	10296
977	3	12376
2560	3	7554
2527	3	13518
968	3	10153
1433	3	7934
403	3	7615
1866	3	8957
250	3	9947
2499	3	12376
890	3	11631
2850	3	12717
1142	3	10181
1060	3	9371
2418	3	7934
581	3	4269
1071	3	3912
2239	3	7877
2865	3	6941
484	3	11030
1356	3	9323
2062	3	10606
1036	3	4252
1528	3	7934
1606	3	7435
2244	3	11796
2207	3	12952
1833	3	8669
1061	3	8529
953	3	3912
373	3	11610
577	3	8986
718	3	5706
470	3	3295
2462	3	4740
2828	3	3056
2056	3	13179
1588	3	9767
1289	3	7934
1398	3	7283
605	3	4769
1813	3	6350
2127	3	9417
1147	3	7934
2800	3	9895
19	3	9230
2240	3	7934
1567	3	11722
507	3	4955
1547	3	8296
1269	3	8767
2376	3	6003
1792	3	8322
1664	3	12376
2778	3	8614
1357	3	3879
1278	3	7934
2976	3	7934
1000	3	10010
2250	3	6295
1707	3	8169
2226	3	8674
2613	3	7237
1740	3	7489
2402	3	10153
1175	3	9767
1842	3	4408
2595	3	11655
2343	3	9284
1431	3	9767
1028	3	7810
2517	3	8762
1060	3	9668
1883	3	3561
2186	3	7934
1356	3	13597
2165	3	11774
1066	3	13447
1673	3	10747
844	3	6928
1931	3	7084
2352	3	3469
2032	3	6434
1159	3	7934
481	3	10442
1828	3	10507
2532	3	3032
515	3	8091
2887	3	10254
1602	3	9517
601	3	6729
2112	3	7558
483	3	7341
2138	3	13154
2887	3	9847
2349	3	11641
95	3	8331
1563	3	7934
784	3	7934
1029	3	3887
1372	3	10249
1194	3	7282
1180	3	7084
3	3	5661
651	3	7615
85	3	7084
1813	3	6490
1894	3	7023
411	3	7934
89	3	5192
486	3	13120
992	3	11191
2701	3	7934
2676	3	7496
276	3	8837
686	3	4982
145	3	12226
931	3	6501
1186	3	10245
2530	3	11191
835	3	12226
915	3	12198
2136	3	13095
884	3	7459
2790	3	12376
1536	3	4495
2774	3	10986
958	3	8433
1281	3	4740
1765	3	5177
2875	3	6928
778	3	6007
848	3	9778
1359	3	4389
2278	3	10752
2477	3	9057
118	3	8331
863	3	3832
2355	3	11631
2523	3	5861
965	3	4669
2174	3	7881
1725	3	11991
1610	3	5282
2821	3	5762
2665	3	3066
463	3	4772
2486	3	6941
2479	3	11631
2398	3	4657
330	3	9778
1143	3	6942
1355	3	11808
978	3	4483
1940	3	4758
2662	3	8331
2671	3	13051
1707	3	11641
496	3	6597
192	3	12708
2521	3	12376
2474	3	8977
2802	3	9010
295	3	13406
1888	3	3477
806	3	12376
1437	3	11641
73	3	8070
340	3	11407
1571	3	12044
2029	3	5256
1605	3	11136
1440	3	13095
2695	3	9574
2057	3	8752
1679	3	12000
2430	3	10554
2387	3	12376
1294	3	9230
1898	3	13074
2252	3	11069
2697	3	8219
464	3	6256
1432	3	13592
2077	3	5221
765	3	9671
1169	3	12797
2295	3	5051
2591	3	10986
2521	3	7934
1755	3	6877
1711	3	6140
2016	3	7106
191	3	12226
646	3	10858
2019	3	3946
2006	3	10316
1751	3	5547
403	3	7594
1718	3	8091
543	3	12376
770	3	6729
165	3	7211
2797	3	5863
998	3	12935
2853	3	13633
331	3	10398
1203	3	9778
416	3	5066
827	3	7934
2642	3	6344
2805	3	4943
592	3	12376
2568	3	12545
2421	3	3896
1891	3	11476
81	3	4445
1322	3	9003
2601	3	7447
1208	3	3868
2970	3	5861
1607	3	3551
173	3	3497
2791	3	12632
561	3	6003
1371	3	3469
2074	3	4183
1892	3	4740
184	3	4275
989	3	7934
473	3	7084
299	3	11731
226	3	11641
582	3	13082
2928	3	13171
2256	3	8005
965	3	4006
397	3	10574
9	3	5547
1583	3	9778
1302	3	8404
1831	3	10507
2079	3	7330
30	3	12135
1160	3	9016
2259	3	3837
2051	3	13622
2461	3	7934
1103	3	5655
158	3	12376
2259	3	12430
2031	3	12376
2601	3	5627
1569	3	10253
1470	3	10542
1349	3	10542
1064	3	12376
1604	3	11102
1712	3	5547
1676	3	11681
1685	3	5074
1055	3	4439
2168	3	12834
2759	3	8589
1028	3	11492
1899	3	11641
346	3	11991
331	3	7836
1720	3	9110
1274	3	7934
1888	3	8331
538	3	10507
1174	3	4439
775	3	7934
218	3	7220
938	3	13179
1139	3	6573
2259	3	4468
2544	3	12735
2555	3	12422
425	3	6011
1888	3	5260
1140	3	4740
1387	3	10249
2531	3	5789
1270	3	8808
1978	3	13622
2235	3	11575
1723	3	9335
2250	3	8331
2487	3	7934
1955	3	3946
2524	3	3066
1842	3	7554
2048	3	9091
2517	3	9705
2215	3	9811
2559	3	9592
1747	3	5207
1928	3	13179
1087	3	10044
116	3	11050
2694	3	12577
1207	3	12376
1931	3	6295
1487	3	5126
2753	3	12376
1552	3	3228
2962	3	11956
481	3	9632
2219	3	10618
1785	3	3097
1028	3	8977
1332	3	11479
223	3	12717
1664	3	4532
1692	3	7934
519	3	6225
2051	3	9767
519	3	10747
2854	3	5916
2925	3	13367
944	3	11654
758	3	10070
2359	3	7130
2337	3	5436
1904	3	11660
2927	3	3383
1431	3	10986
15	3	13556
2769	3	5562
445	3	7084
197	3	11610
1041	3	9230
1215	3	7934
39	3	5605
818	3	7685
86	3	8376
2	3	12376
1020	3	6481
2824	3	9593
2615	3	3459
2498	3	10157
1464	3	6103
2095	3	5221
1642	3	12644
1724	3	10729
420	3	5239
670	3	10507
2028	3	6702
1740	3	7934
1385	3	3750
2165	3	12824
939	3	9427
694	3	7084
949	3	3061
2877	3	5532
1222	3	6101
807	3	12926
681	3	13308
4	3	11655
1108	3	8544
295	3	7958
2090	3	7423
734	3	5899
1836	3	5126
1791	3	8544
1253	3	3298
2020	3	4124
925	3	10318
1673	3	3471
1100	3	8070
2392	3	6919
396	3	12590
1378	3	12106
2212	3	12842
2131	3	7049
1599	3	13340
1185	3	3090
2867	3	7716
281	3	6798
1142	3	13270
2618	3	9614
2975	3	6554
955	3	9517
2946	3	10871
591	3	10649
1866	3	8660
1023	3	5093
922	3	11984
2720	3	11940
315	3	8331
2259	3	12376
622	3	4026
2843	3	7421
1109	3	12643
2611	3	13308
292	3	4465
852	3	6785
2817	3	7934
2751	3	13553
424	3	8442
1131	3	9230
1120	3	12643
1280	3	5020
635	3	5795
708	3	11638
176	3	3912
1220	3	13340
2621	3	11358
1366	3	9517
1921	3	6733
609	3	10121
468	3	6052
2296	3	7934
109	3	12376
2349	3	9177
1792	3	7481
2635	3	7934
1983	3	7934
1226	3	6391
2860	3	12376
2532	3	5532
57	3	3404
2792	3	11191
1269	3	13374
1901	3	10507
1072	3	7554
1428	3	6942
1959	3	5861
209	3	5436
957	3	7421
715	3	8992
417	3	4312
2081	3	6890
416	3	10949
1793	3	8442
1324	3	11086
242	3	10326
68	3	7758
843	3	6820
1840	3	9001
1350	3	5532
2128	3	13203
951	3	4740
1091	3	11631
2873	3	5146
501	3	3750
810	3	7934
2949	3	10556
2608	3	7130
2057	3	3561
1562	3	5126
557	3	4409
725	3	12847
2307	3	7934
190	3	5819
2849	3	5925
2674	3	10512
2495	3	7934
1789	3	9274
594	3	3627
569	3	3912
1015	3	11349
2769	3	12376
2069	3	12376
821	3	7132
1384	3	7502
1960	3	6573
1459	3	12616
1910	3	7827
2826	3	12376
446	3	13203
2479	3	11984
2483	3	11407
2017	3	4006
1688	3	7084
1647	3	6481
2287	3	7956
1263	3	12196
2593	3	5126
681	3	10507
1676	3	5221
2433	3	3680
2778	3	8866
1262	3	8628
1347	3	8417
1322	3	3561
1790	3	4740
1511	3	12322
2143	3	5899
914	3	6573
1928	3	8091
1162	3	12218
440	3	7934
1191	3	4439
1691	3	8856
2487	3	9860
2030	3	6928
2387	3	13308
968	3	4943
1692	3	5192
1536	3	8741
1619	3	8279
504	3	7934
1716	3	11241
19	3	13096
838	3	7707
347	3	3533
2296	3	9778
912	3	8857
2196	3	9371
2606	3	8957
1423	3	3879
726	3	12510
1790	3	7130
709	3	12376
1747	3	12430
708	3	10144
331	3	11121
2310	3	7933
2671	3	5221
1234	3	3349
1499	3	7934
2212	3	4532
178	3	9274
79	3	5547
612	3	6599
2683	3	9721
1695	3	3912
339	3	7423
2215	3	4331
124	3	6824
2061	3	9560
2528	3	13297
2191	3	6400
1843	3	7934
170	3	5221
2189	3	5020
2712	3	11610
2525	3	6391
2520	3	3936
2943	3	6663
1304	3	7908
19	3	8322
314	3	7658
2399	3	9230
2584	3	4331
251	3	9610
626	3	6255
2752	3	4873
2348	3	11181
2088	3	6941
1402	3	6798
1719	3	7427
1149	3	5925
2244	3	9707
1251	3	8469
415	3	3477
718	3	7290
504	3	4252
1400	3	7921
130	3	8005
2805	3	7934
930	3	7934
1628	3	7029
1280	3	8303
856	3	10958
2186	3	4542
1655	3	6930
2643	3	8331
1410	3	5532
307	3	10121
61	3	6372
907	3	3244
68	3	10341
112	3	8303
251	3	4740
1027	3	12376
2294	3	5178
757	3	12376
2556	3	12376
1117	3	7934
1143	3	7554
459	3	4409
466	3	3167
2322	3	10847
1687	3	3912
887	3	8961
1797	3	11660
2504	3	10121
1181	3	7423
2710	3	5237
412	3	10997
579	3	7058
883	3	7934
1470	3	6501
2491	3	9610
2388	3	10986
1399	3	4797
2329	3	12952
1346	3	12544
2330	3	9778
1304	3	12226
1986	3	6891
1409	3	3854
1773	3	7423
470	3	5991
1110	3	11492
979	3	12827
478	3	11191
2588	3	8957
908	3	11407
1539	3	8331
1607	3	7090
1773	3	12704
169	3	7934
1638	3	13213
1945	3	9767
1817	3	5303
1621	3	7934
1944	3	6599
1896	3	12137
193	3	12376
260	3	3471
2433	3	12430
909	3	11991
2675	3	4297
1921	3	11610
1732	3	4532
6	3	12376
261	3	4641
1096	3	6599
16	3	7934
763	3	3221
2599	3	12026
385	3	8180
1344	3	10649
1333	3	7934
1854	3	10983
761	3	4933
277	3	3561
72	3	10813
679	3	12376
1896	3	7934
167	3	3837
2381	3	9642
1344	3	4439
1670	3	7997
161	3	13618
2311	3	13658
1746	3	10986
502	3	3469
2171	3	3912
176	3	6554
1965	3	12376
319	3	10847
971	3	11984
121	3	6472
2239	3	4439
1194	3	8354
2026	3	7130
1930	3	11860
248	3	11476
2336	3	7301
1767	3	10986
1426	3	13573
2007	3	12329
1755	3	12395
675	3	10172
2012	3	12641
1636	3	7423
665	3	10928
2329	3	10144
2002	3	5280
2386	3	12376
2695	3	13095
984	3	10036
2599	3	7934
743	3	12842
2629	3	6594
2392	3	8614
1047	3	5722
1556	3	8647
1689	3	8549
867	3	4408
2947	3	10997
397	3	7992
1577	3	8174
2951	3	7423
1267	3	10597
1079	3	8442
2802	3	12135
2787	3	10044
1248	3	7853
1352	3	11967
2193	3	9272
2281	3	12376
364	3	12669
297	3	4740
2095	3	8628
2433	3	7298
1461	3	4966
727	3	11940
1206	3	9921
543	3	4641
2712	3	6143
983	3	3576
2789	3	13517
2715	3	4813
92	3	12842
2324	3	7934
385	3	5126
2609	3	10860
2964	3	7934
2119	3	12376
2551	3	4216
2303	3	10172
1108	3	6952
507	3	3366
1453	3	7281
2907	3	10228
2336	3	13095
818	3	4810
1033	3	7421
2463	3	7934
2079	3	5081
1810	3	11991
218	3	7934
2390	3	7595
337	3	7934
1322	3	9877
1222	3	10235
2042	3	9767
1216	3	4769
461	3	5330
1894	3	7393
1433	3	9031
1927	3	11288
1101	3	8977
1783	3	12376
2484	3	12824
2155	3	8492
2511	3	6733
2033	3	11610
1176	3	4431
2127	3	3157
9	3	4269
2324	3	7008
310	3	7290
2228	3	6554
922	3	3912
2506	3	10554
2949	3	5126
2720	3	8731
1618	3	8233
130	3	11753
2833	3	12376
1499	3	4408
192	3	4665
1396	3	5861
2560	3	6798
2123	3	9554
2337	3	10121
1940	3	3066
431	3	5532
1464	3	4409
1633	3	11991
787	3	6116
72	3	9125
1386	3	7881
58	3	12717
956	3	12376
128	3	8977
601	3	9860
1018	3	8656
935	3	7934
464	3	11753
2342	3	7934
1777	3	12920
1879	3	10858
2961	3	3543
1816	3	10121
1890	3	9494
1090	3	8331
2645	3	11136
1479	3	5841
280	3	7999
1007	3	13360
451	3	12135
715	3	7934
1895	3	8977
1864	3	11965
1527	3	7934
1589	3	5401
2859	3	11132
2142	3	9034
2800	3	3477
2591	3	7934
2728	3	7797
2228	3	13517
666	3	5425
466	3	11479
2134	3	8201
789	3	4641
2237	3	7084
1561	3	3477
2282	3	5467
423	3	9870
352	3	10165
498	3	3085
682	3	3660
361	3	9287
678	3	11925
2558	3	5986
2473	3	8837
995	3	11814
460	3	3908
1413	3	12376
1549	3	9723
1717	3	13718
1502	3	5679
2151	3	6859
2418	3	10181
800	3	3912
1601	3	4740
781	3	5081
49	3	7934
2245	3	13020
2871	3	11352
1504	3	7615
1791	3	4131
2286	3	11191
2164	3	8072
1598	3	6158
1403	3	12842
279	3	6051
2786	3	4740
2959	3	5861
649	3	4884
1149	3	13020
588	3	11132
2207	3	9494
2967	3	7934
874	3	12611
1717	3	12376
1830	3	12376
76	3	6278
2389	3	8340
2616	3	11641
290	3	7423
316	3	3087
1684	3	12376
184	3	9767
2101	3	13496
409	3	8977
652	3	7615
284	3	6104
133	3	7489
1701	3	11641
2116	3	5562
312	3	5347
2228	3	4972
574	3	7934
2438	3	12376
2207	3	6372
2443	3	3912
2319	3	7130
158	3	12196
1889	3	3244
1984	3	7014
2489	3	9022
2138	3	10718
1888	3	5126
425	3	4078
411	3	7964
134	3	7934
2946	3	9517
1409	3	6597
1802	3	9342
682	3	5462
769	3	7235
2634	3	11991
2095	3	12226
1379	3	7297
2014	3	5221
2703	3	7934
1418	3	10747
593	3	4431
2136	3	11726
1950	3	4364
1819	3	9767
2133	3	4854
2041	3	6939
2578	3	4008
170	3	4532
678	3	10589
2317	3	12376
755	3	12376
1266	3	4950
1357	3	4242
2572	3	7934
42	3	9010
1616	3	12548
2621	3	12226
1445	3	12682
2376	3	12422
2482	3	7934
2429	3	8977
1474	3	12135
2902	3	6573
415	3	5418
2271	3	3602
1842	3	9632
2748	3	11984
375	3	6476
1774	3	7934
173	3	12376
189	3	9870
498	3	12329
2817	3	3331
1175	3	12376
2443	3	4665
1822	3	12376
1092	3	7934
1690	3	7934
1363	3	8762
1561	3	12641
638	3	13308
5	3	4041
1441	3	8342
2579	3	6456
1807	3	11711
392	3	3252
138	3	11614
2358	3	5627
2294	3	7130
1162	3	12376
218	3	5412
1966	3	3593
1755	3	6476
528	3	6930
2531	3	12789
692	3	10747
1921	3	8049
247	3	4252
2479	3	4897
365	3	8628
848	3	9517
139	3	7881
1568	3	9592
940	3	8793
1536	3	10747
328	3	9238
922	3	12376
2356	3	4408
2832	3	7934
1853	3	9297
2694	3	10986
2521	3	13149
2443	3	6221
278	3	7934
2499	3	13568
1628	3	3002
445	3	4646
40	3	10194
2331	3	4120
517	3	12376
2575	3	7934
1661	3	4982
2081	3	8669
2362	3	10121
1824	3	11694
2923	3	11182
1124	3	6506
68	3	8233
665	3	12436
2837	3	10958
133	3	9003
2981	3	13179
1181	3	6003
2141	3	4532
1171	3	7962
1740	3	5655
2525	3	12762
458	3	13592
844	3	3056
2102	3	6099
847	3	6573
2664	3	5171
1841	3	8620
1409	3	8331
1501	3	6640
1796	3	10580
2558	3	11641
2874	3	11722
95	3	7469
2653	3	12988
442	3	7934
1332	3	9979
2379	3	3750
2357	3	7341
2646	3	12376
2681	3	10863
1411	3	10227
659	3	13179
247	3	12376
1396	3	12322
2778	3	9925
1889	3	4124
1081	3	3561
372	3	3321
987	3	7423
1445	3	10341
1653	3	9238
1986	3	8708
2102	3	11641
338	3	12376
2459	3	3949
2339	3	12654
969	3	12920
1859	3	8786
1813	3	7934
2561	3	9481
2382	3	3868
1306	3	5789
1766	3	9767
1703	3	8977
866	3	5412
1411	3	4370
2228	3	6798
1548	3	5335
764	3	3912
1658	3	7934
2501	3	13400
2203	3	10949
1634	3	3912
1729	3	13573
2290	3	7934
2415	3	9177
617	3	7934
249	3	3721
1838	3	7934
2410	3	6685
2936	3	4465
1711	3	5502
1142	3	12525
180	3	10248
15	3	4409
1110	3	12613
121	3	7290
1005	3	12376
544	3	4873
2785	3	3189
416	3	12717
1476	3	10928
77	3	6573
2281	3	9307
2284	3	11660
1387	3	3930
1783	3	12632
1231	3	7921
2301	3	12548
1169	3	4772
1961	3	6897
342	3	3912
291	3	7658
2655	3	8510
1811	3	7934
2590	3	7934
2121	3	4010
2429	3	7658
336	3	11228
1797	3	10407
926	3	13450
71	3	6942
2182	3	12137
90	3	7213
1201	3	6930
0	3	10618
1366	3	12376
1750	3	4183
1816	3	3912
1853	3	10961
1861	3	11407
735	3	5124
720	3	13250
1616	3	10597
1439	3	12981
276	3	5221
2349	3	9064
2168	3	3561
1449	3	6199
1663	3	7934
2277	3	5462
167	3	5303
2203	3	7934
1970	3	4943
2139	3	7934
2622	3	13203
874	3	10986
1162	3	9778
244	3	11681
1190	3	7934
2044	3	8072
495	3	7934
1160	3	8837
983	3	5762
2645	3	7934
2212	3	7554
2129	3	5401
1226	3	10044
2187	3	9877
1830	3	8957
416	3	10986
1538	3	9947
909	3	7934
647	3	9001
1929	3	3300
660	3	11610
2403	3	3469
2912	3	12451
2808	3	10235
2273	3	4031
1868	3	5126
428	3	8710
2942	3	6101
2432	3	4817
2612	3	12376
2023	3	8882
1351	3	5841
2208	3	3942
766	3	13057
1451	3	5925
1966	3	8261
697	3	5661
2518	3	7496
2131	3	7934
62	3	9592
2735	3	7934
610	3	12920
1263	3	13095
282	3	3561
2903	3	12376
1466	3	6729
1793	3	4178
2443	3	11123
210	3	5750
2107	3	6051
2790	3	7934
2343	3	10121
645	3	10818
447	3	4966
1756	3	11655
2570	3	3330
1829	3	4495
2220	3	6476
970	3	4797
1131	3	11057
191	3	4300
2937	3	5841
2250	3	13718
383	3	12376
2133	3	12196
593	3	8629
1225	3	6533
2901	3	5766
2009	3	6216
943	3	6601
1464	3	3689
2786	3	7853
477	3	8354
2300	3	7185
2619	3	7999
1264	3	8906
33	3	7261
318	3	10649
2745	3	7423
2634	3	11610
1751	3	10554
783	3	7934
422	3	8799
95	3	9016
2453	3	12376
1937	3	11718
1566	3	9517
1501	3	10649
482	3	10986
2316	3	3135
2081	3	3206
2507	3	5146
861	3	5861
2890	3	7891
2235	3	12927
1720	3	12376
971	3	12376
2498	3	3593
2240	3	7921
720	3	8977
1103	3	8793
2310	3	12099
854	3	10813
756	3	12717
278	3	10403
724	3	11655
676	3	10272
38	3	13617
1719	3	11290
2904	3	8674
305	3	5074
1424	3	4755
1330	3	7934
2623	3	12451
703	3	8793
2733	3	11556
374	3	9971
2479	3	5412
916	3	5300
2190	3	5812
1075	3	5993
2902	3	5412
1424	3	5282
2822	3	10442
939	3	3576
479	3	11492
436	3	3912
722	3	13213
896	3	12376
2959	3	10481
1304	3	5221
1368	3	11121
2123	3	9445
1312	3	9637
1327	3	9791
2065	3	4740
1262	3	5120
44	3	8762
2359	3	5863
1777	3	9177
716	3	12047
2705	3	7084
812	3	5960
1935	3	12412
2071	3	11984
1190	3	4764
2951	3	4009
915	3	12376
1329	3	13340
63	3	3135
1922	3	9767
2404	3	5126
1440	3	6472
435	3	9874
2462	3	7282
1854	3	13629
891	3	6784
576	3	11582
816	3	6003
780	3	7438
397	3	7934
355	3	13553
284	3	4100
1770	3	4239
1650	3	11132
1122	3	3383
2107	3	13095
2772	3	4966
2734	3	6434
72	3	11241
2228	3	4950
2770	3	7934
2928	3	3445
804	3	9574
289	3	5401
2362	3	8837
1490	3	3404
841	3	5412
1736	3	12376
2964	3	6104
2557	3	6733
1630	3	4093
109	3	4873
2450	3	13660
1202	3	12720
2293	3	10121
284	3	5996
2117	3	4532
1884	3	9993
945	3	13179
79	3	10789
1251	3	11810
758	3	6791
1244	3	10986
697	3	3561
363	3	3912
2715	3	10318
464	3	5576
934	3	7197
2860	3	9767
2020	3	5115
1441	3	4468
2907	3	7934
566	3	5135
1297	3	10998
1886	3	13179
89	3	4961
546	3	13639
1892	3	12376
1810	3	11984
1750	3	5120
2313	3	9632
2376	3	9335
555	3	9778
192	3	7807
2217	3	10986
258	3	5458
1694	3	5244
571	3	8628
1544	3	7921
420	3	5120
448	3	12297
2957	3	9051
2062	3	8233
713	3	8837
1048	3	7602
484	3	9427
2392	3	5280
583	3	13012
1653	3	12218
2245	3	4148
2798	3	3561
1616	3	10407
625	3	10271
1854	3	13447
1168	3	9921
2801	3	9778
532	3	3002
2945	3	6928
2746	3	4532
2348	3	10121
2472	3	7090
2883	3	7934
1868	3	7934
623	3	8162
1297	3	4483
1060	3	7934
501	3	5492
1804	3	9820
251	3	11722
2200	3	12135
2394	3	11753
1996	3	8762
2688	3	12376
952	3	10103
745	3	11660
1418	3	9899
2515	3	10015
800	3	8331
84	3	6185
1390	3	6476
1882	3	11288
250	3	3837
1703	3	8549
2348	3	7299
2294	3	7934
1930	3	8401
1036	3	11038
2030	3	5146
2521	3	13406
978	3	9362
2422	3	3952
13	3	9200
2814	3	12632
2775	3	7934
2739	3	7921
2573	3	12376
2407	3	13613
1023	3	6161
2425	3	3418
2561	3	5762
1048	3	7658
2208	3	5823
1736	3	4740
440	3	9034
1411	3	7130
2146	3	5221
1094	3	5221
2161	3	9548
2488	3	11984
1349	3	4768
2263	3	7427
1430	3	9778
1528	3	9517
2243	3	9530
1632	3	3942
1098	3	7554
302	3	12632
235	3	6476
2753	3	12654
19	3	3551
972	3	5086
646	3	5221
1219	3	9979
2261	3	5547
1612	3	7758
1207	3	7554
1345	3	11021
483	3	10442
558	3	12935
1148	3	9767
830	3	4738
191	3	12717
497	3	6214
2861	3	4408
2682	3	6208
2559	3	7658
2946	3	11641
799	3	3908
375	3	8549
697	3	13179
1505	3	7130
2804	3	5863
1999	3	13496
2540	3	8282
666	3	10201
2043	3	12436
126	3	6942
245	3	12717
1097	3	9874
294	3	5093
436	3	5078
1366	3	13447
2574	3	12717
2200	3	12717
1164	3	13660
2341	3	3912
1283	3	3404
1256	3	7934
614	3	12926
1250	3	12643
2746	3	10863
2525	3	12376
521	3	4665
2939	3	4810
2675	3	12376
90	3	10997
741	3	7720
967	3	9767
2506	3	12135
539	3	12717
1355	3	5085
2047	3	11918
538	3	11641
2723	3	10172
1777	3	6930
309	3	11182
1044	3	12376
1350	3	7956
1491	3	12842
589	3	12376
524	3	7869
2805	3	4740
177	3	13360
1192	3	3561
269	3	10789
2328	3	10554
1057	3	7084
2880	3	11610
1166	3	11575
1262	3	10044
1532	3	12137
394	3	5462
2102	3	13787
661	3	12271
2785	3	3515
2778	3	9637
682	3	7908
180	3	12376
483	3	9517
2360	3	3854
2883	3	12376
1453	3	4701
952	3	8614
1349	3	13179
1041	3	4619
1121	3	3383
147	3	4740
436	3	9705
372	3	12135
2133	3	7554
248	3	5129
2514	3	5721
710	3	12717
2974	3	7368
1554	3	5221
968	3	8401
1195	3	7489
457	3	9767
1154	3	10571
742	3	7881
682	3	10959
1829	3	4284
1047	3	7166
302	3	12376
2624	3	3912
131	3	4431
2439	3	10442
2661	3	4740
480	3	12376
1558	3	12483
2354	3	9465
2464	3	10008
919	3	3912
2062	3	6240
2127	3	3469
2903	3	3404
988	3	11984
1688	3	12376
2907	3	6240
1029	3	12376
2045	3	8226
474	3	9016
129	3	12490
568	3	13456
451	3	4740
441	3	8837
1879	3	10121
889	3	11024
852	3	3035
952	3	3750
2534	3	6295
2695	3	5207
2715	3	13074
205	3	11694
1938	3	13179
2976	3	5085
985	3	9778
2910	3	13179
1650	3	3056
2906	3	11293
2320	3	9632
1057	3	9712
27	3	6490
1757	3	7084
2836	3	4532
2133	3	6185
1442	3	3912
1928	3	12376
2823	3	4439
509	3	6877
505	3	10023
2606	3	10986
1699	3	5115
1351	3	5260
497	3	11070
532	3	5436
1612	3	13617
1488	3	5547
1655	3	7130
1972	3	5841
1719	3	11610
1155	3	10747
2083	3	8340
448	3	5863
2878	3	10235
2166	3	7742
2742	3	12446
2152	3	7341
1604	3	7934
56	3	11407
457	3	9592
2265	3	8433
2390	3	11834
2062	3	6661
2204	3	13351
2977	3	7130
667	3	3551
145	3	12376
1732	3	11706
2520	3	6216
143	3	7685
777	3	11655
392	3	5418
1394	3	6930
930	3	8305
2450	3	7881
2729	3	6106
227	3	11610
1445	3	12376
384	3	8492
2358	3	6501
60	3	12490
1999	3	3227
2360	3	3680
2184	3	4409
727	3	10403
1601	3	8660
1452	3	3952
1726	3	8931
1300	3	6554
2386	3	3946
1844	3	4545
2753	3	9554
1825	3	11846
960	3	3386
978	3	8282
1278	3	13187
2936	3	4902
2543	3	7934
68	3	11641
2362	3	10507
1747	3	9360
1588	3	12436
2645	3	8405
2336	3	11293
1203	3	5051
1386	3	9753
1403	3	9592
2302	3	4539
1376	3	7602
1614	3	12762
1750	3	6909
2102	3	6285
524	3	3912
1802	3	8433
1312	3	7868
523	3	5722
704	3	9530
2093	3	10986
349	3	7934
761	3	8424
306	3	8354
134	3	9778
901	3	6573
2685	3	9517
2871	3	7934
998	3	9335
2112	3	10554
1234	3	8977
366	3	9361
1683	3	7934
1102	3	12376
2454	3	12376
1107	3	5178
1396	3	6599
748	3	7934
2301	3	5126
865	3	12376
2257	3	10928
1129	3	7881
1417	3	6295
2879	3	7959
1706	3	4532
1929	3	9371
1737	3	11556
29	3	12632
2853	3	4797
844	3	11610
523	3	12927
319	3	13179
902	3	3206
936	3	5841
619	3	6958
244	3	7934
2115	3	11694
342	3	3879
1993	3	9335
1212	3	8331
2673	3	12376
2674	3	7084
2100	3	11615
1363	3	7130
1080	3	8070
1448	3	12436
995	3	8767
1019	3	3008
2655	3	11182
2278	3	7881
1628	3	11860
2639	3	13207
133	3	8005
1471	3	13730
115	3	8977
2672	3	11606
1313	3	7595
1535	3	7335
2620	3	12376
334	3	3143
2842	3	8647
149	3	7260
2284	3	11890
481	3	5115
1060	3	6661
2763	3	7909
2320	3	9424
50	3	12451
322	3	3901
57	3	7106
597	3	9767
357	3	3887
2712	3	10121
466	3	9417
2069	3	3167
2861	3	8924
1889	3	9156
1457	3	12376
2252	3	7881
2069	3	9360
2326	3	3477
2538	3	7934
1801	3	9335
1711	3	13484
986	3	5126
2080	3	9915
458	3	7130
2088	3	6661
2021	3	7934
266	3	13345
2329	3	9632
315	3	6278
1455	3	7934
455	3	5841
905	3	3712
2704	3	10461
2209	3	7934
