uid	gender	age
1668	M	35-44
1669	F	25-34
1670	F	56+
1671	M	35-44
1672	M	25-34
1673	M	Under 18
1674	M	35-44
1675	F	25-34
1676	M	18-24
1677	M	18-24
1678	F	18-24
1679	M	25-34
1680	M	25-34
1681	M	18-24
1682	M	25-34
1683	F	25-34
1684	M	18-24
1685	M	35-44
1686	M	35-44
1687	M	25-34
1688	F	18-24
1689	M	35-44
1690	M	35-44
1691	F	25-34
1692	M	35-44
1693	M	25-34
1694	M	25-34
1695	M	25-34
1696	M	35-44
1697	F	18-24
1698	M	35-44
1699	F	25-34
1700	M	25-34
1701	F	25-34
1702	M	18-24
1703	M	18-24
1704	M	25-34
1705	F	18-24
1706	M	25-34
1707	M	50-55
1708	M	25-34
1709	M	25-34
1710	M	18-24
1711	F	18-24
1712	M	25-34
1713	M	25-34
1714	M	25-34
1715	M	25-34
1716	M	25-34
1717	F	50-55
1718	M	18-24
1719	M	18-24
1720	M	18-24
1721	M	18-24
1722	M	35-44
1723	M	35-44
1724	M	18-24
1725	M	18-24
1726	M	25-34
1727	M	35-44
1728	M	18-24
1729	M	25-34
1730	F	18-24
1731	F	18-24
1732	M	18-24
1733	M	18-24
1734	M	45-49
1735	M	18-24
1736	M	56+
1737	M	35-44
1738	M	35-44
1739	M	56+
1740	M	56+
1741	M	35-44
1742	M	25-34
1743	M	35-44
1744	M	35-44
1745	M	45-49
1746	M	25-34
1747	M	25-34
1748	M	50-55
1749	M	25-34
1750	M	50-55
1751	M	35-44
1752	M	25-34
1753	M	35-44
1754	M	18-24
1755	F	18-24
1756	F	25-34
1757	M	25-34
1758	F	25-34
1759	M	25-34
1760	F	25-34
1761	M	35-44
1762	M	25-34
1763	M	35-44
1764	M	18-24
1765	M	18-24
1766	F	45-49
1767	M	25-34
1768	M	45-49
1769	M	25-34
1770	M	35-44
1771	M	25-34
1772	M	56+
1773	M	18-24
1774	M	25-34
1775	M	25-34
1776	M	25-34
1777	M	25-34
1778	M	18-24
1779	M	18-24
1780	M	35-44
1781	F	35-44
1782	M	45-49
1783	M	18-24
1784	M	18-24
1785	M	18-24
1786	M	45-49
1787	M	18-24
1788	M	45-49
1789	M	Under 18
1790	M	25-34
1791	M	18-24
1792	F	25-34
1793	M	25-34
1794	M	25-34
1795	M	18-24
1796	M	50-55
1797	M	35-44
1798	M	45-49
1799	M	35-44
1800	M	18-24
1801	F	25-34
1802	M	18-24
1803	M	25-34
1804	M	25-34
1805	M	18-24
1806	M	18-24
1807	M	18-24
1808	F	18-24
1809	F	25-34
1810	M	50-55
1811	M	56+
1812	F	25-34
1813	F	35-44
1814	M	50-55
1815	M	Under 18
1816	F	35-44
1817	M	35-44
1818	M	Under 18
1819	F	35-44
1820	M	25-34
1821	M	25-34
1822	F	25-34
1823	F	35-44
1824	F	18-24
1825	M	25-34
1826	M	45-49
1827	F	25-34
1828	M	18-24
1829	M	25-34
1830	M	18-24
1831	M	18-24
1832	F	18-24
1833	M	18-24
1834	M	35-44
1835	M	25-34
1836	M	25-34
1837	M	25-34
1838	M	35-44
1839	M	18-24
1840	M	25-34
1841	M	18-24
1842	M	18-24
1843	M	25-34
1844	F	18-24
1845	M	25-34
1846	M	45-49
1847	M	18-24
1848	M	35-44
1849	M	35-44
1850	M	18-24
1851	M	25-34
1852	M	25-34
1853	M	50-55
1854	M	25-34
1855	M	18-24
1856	M	56+
1857	M	Under 18
1858	F	18-24
1859	F	25-34
1860	M	56+
1861	M	50-55
1862	M	50-55
1863	M	18-24
1864	M	35-44
1865	F	18-24
1866	M	25-34
1867	M	50-55
1868	M	50-55
1869	M	45-49
1870	M	56+
1871	F	45-49
1872	M	50-55
1873	M	35-44
1874	M	45-49
1875	M	35-44
1876	M	25-34
1877	F	45-49
1878	M	Under 18
1879	M	25-34
1880	M	35-44
1881	M	35-44
1882	M	35-44
1883	F	50-55
1884	M	45-49
1885	M	50-55
1886	M	25-34
1887	M	56+
1888	M	35-44
1889	M	18-24
1890	M	50-55
1891	M	45-49
1892	M	25-34
1893	F	35-44
1894	F	35-44
1895	M	35-44
1896	M	56+
1897	F	50-55
1898	M	25-34
1899	F	45-49
1900	M	56+
1901	M	50-55
1902	M	25-34
1903	M	35-44
1904	M	18-24
1905	F	35-44
1906	F	25-34
1907	M	35-44
1908	M	56+
1909	M	18-24
1910	M	Under 18
1911	F	18-24
1912	M	25-34
1913	M	25-34
1914	F	35-44
1915	M	50-55
1916	M	45-49
1917	M	18-24
1918	F	45-49
1919	M	Under 18
1920	F	35-44
1921	M	56+
1922	F	25-34
1923	M	35-44
1924	F	56+
1925	M	50-55
1926	F	Under 18
1927	M	35-44
1928	M	Under 18
1929	F	Under 18
1930	M	25-34
1931	M	25-34
1932	M	25-34
1933	M	18-24
1934	M	25-34
1935	M	Under 18
1936	M	35-44
1937	M	25-34
1938	F	25-34
1939	F	35-44
1940	M	25-34
1941	M	35-44
1942	M	35-44
1943	M	18-24
1944	F	18-24
1945	M	25-34
1946	M	25-34
1947	M	25-34
1948	M	Under 18
1949	M	18-24
1950	M	25-34
1951	F	18-24
1952	M	35-44
1953	F	25-34
1954	M	25-34
1955	M	Under 18
1956	M	35-44
1957	F	18-24
1958	F	25-34
1959	F	50-55
1960	M	45-49
1961	F	50-55
1962	F	18-24
1963	F	50-55
1964	F	25-34
1965	M	56+
1966	M	25-34
1967	M	50-55
1968	M	25-34
1969	F	25-34
1970	M	50-55
1971	F	25-34
1972	M	45-49
1973	M	25-34
1974	M	35-44
1975	M	18-24
1976	M	35-44
1977	M	56+
1978	M	Under 18
1979	M	56+
1980	M	35-44
1981	M	56+
1982	M	Under 18
1983	M	25-34
1984	M	18-24
1985	M	45-49
1986	M	50-55
1987	M	25-34
1988	F	25-34
1989	M	50-55
1990	M	25-34
1991	M	25-34
1992	M	18-24
1993	M	35-44
1994	M	35-44
1995	M	25-34
1996	M	35-44
1997	M	25-34
1998	F	50-55
1999	F	35-44
2000	M	18-24
2001	M	50-55
2002	F	56+
2003	M	Under 18
2004	M	45-49
2005	M	18-24
2006	M	35-44
2007	M	50-55
2008	M	25-34
2009	F	35-44
2010	M	18-24
2011	F	35-44
2012	M	25-34
2013	M	45-49
2014	M	18-24
2015	M	18-24
2016	F	56+
2017	M	25-34
2018	M	35-44
2019	M	50-55
2020	M	25-34
2021	M	25-34
2022	M	25-34
2023	M	18-24
2024	M	Under 18
2025	M	56+
2026	M	50-55
2027	F	25-34
2028	M	45-49
2029	F	25-34
2030	M	25-34
2031	M	35-44
2032	M	50-55
2033	F	45-49
2034	F	45-49
2035	F	18-24
2036	F	25-34
2037	M	56+
2038	F	45-49
2039	M	50-55
2040	F	25-34
2041	F	25-34
2042	M	Under 18
2043	M	25-34
2044	F	45-49
2045	F	Under 18
2046	M	35-44
2047	M	Under 18
2048	M	50-55
2049	F	50-55
2050	F	35-44
2051	M	35-44
2052	M	Under 18
2053	M	45-49
2054	M	25-34
2055	M	50-55
2056	M	25-34
2057	M	35-44
2058	F	56+
2059	M	35-44
2060	M	Under 18
2061	M	56+
2062	M	18-24
2063	M	25-34
2064	M	35-44
2065	M	25-34
2066	F	25-34
2067	M	50-55
2068	F	35-44
2069	M	56+
2070	F	35-44
2071	M	45-49
2072	F	50-55
2073	F	18-24
2074	M	18-24
2075	F	25-34
2076	M	18-24
2077	M	18-24
2078	M	18-24
2079	M	Under 18
2080	M	25-34
2081	M	18-24
2082	M	Under 18
2083	M	18-24
2084	M	18-24
2085	M	18-24
2086	M	35-44
2087	M	25-34
2088	M	50-55
2089	M	35-44
2090	M	35-44
2091	F	35-44
2092	M	56+
2093	M	18-24
2094	M	35-44
2095	M	56+
2096	F	25-34
2097	M	18-24
2098	M	35-44
2099	F	18-24
2100	F	25-34
2101	M	25-34
2102	M	25-34
2103	M	35-44
2104	M	45-49
2105	M	25-34
2106	F	18-24
2107	M	25-34
2108	M	Under 18
2109	M	25-34
2110	M	50-55
2111	M	56+
2112	F	45-49
2113	M	25-34
2114	M	18-24
2115	M	35-44
2116	M	18-24
2117	M	56+
2118	M	25-34
2119	M	35-44
2120	M	Under 18
2121	M	56+
2122	M	35-44
2123	F	35-44
2124	M	25-34
2125	M	35-44
2126	M	56+
2127	M	18-24
2128	F	45-49
2129	M	25-34
2130	M	45-49
2131	M	25-34
2132	M	56+
2133	F	Under 18
2134	M	18-24
2135	M	50-55
2136	M	35-44
2137	F	Under 18
2138	F	18-24
2139	F	50-55
2140	M	45-49
2141	F	50-55
2142	F	45-49
2143	M	18-24
2144	M	18-24
2145	M	18-24
2146	M	18-24
2147	F	18-24
2148	F	18-24
2149	M	25-34
2150	F	18-24
2151	M	56+
2152	M	18-24
2153	M	18-24
2154	M	25-34
2155	F	Under 18
2156	M	18-24
2157	F	18-24
2158	M	25-34
2159	F	50-55
2160	F	18-24
2161	F	35-44
2162	F	Under 18
2163	M	18-24
2164	M	35-44
2165	M	25-34
2166	M	Under 18
2167	F	25-34
2168	M	Under 18
2169	M	Under 18
2170	F	50-55
2171	M	35-44
2172	M	18-24
2173	M	50-55
2174	M	50-55
2175	M	25-34
2176	M	Under 18
2177	F	35-44
2178	M	45-49
2179	F	25-34
2180	M	25-34
2181	M	25-34
2182	F	25-34
2183	F	56+
2184	M	18-24
2185	M	45-49
2186	M	18-24
2187	M	45-49
2188	F	18-24
2189	M	Under 18
2190	F	25-34
2191	M	18-24
2192	F	25-34
2193	M	Under 18
2194	M	25-34
2195	M	Under 18
2196	M	25-34
2197	F	25-34
2198	F	35-44
2199	M	Under 18
2200	M	35-44
2201	M	56+
2202	F	Under 18
2203	M	45-49
2204	M	56+
2205	F	25-34
2206	M	45-49
2207	M	18-24
2208	M	25-34
2209	M	35-44
2210	M	45-49
2211	M	45-49
2212	M	18-24
2213	F	25-34
2214	F	25-34
2215	F	25-34
2216	F	25-34
2217	M	Under 18
2218	M	35-44
2219	M	25-34
2220	F	50-55
2221	M	56+
2222	F	45-49
2223	M	25-34
2224	M	25-34
2225	M	25-34
2226	F	25-34
2227	M	50-55
2228	M	25-34
2229	M	45-49
2230	F	45-49
2231	M	50-55
2232	M	25-34
2233	F	35-44
2234	M	56+
2235	M	Under 18
2236	M	Under 18
2237	F	35-44
2238	F	25-34
2239	M	18-24
2240	M	45-49
2241	M	45-49
2242	M	18-24
2243	M	45-49
2244	M	Under 18
2245	M	Under 18
2246	M	25-34
2247	M	45-49
2248	F	35-44
2249	M	25-34
2250	M	18-24
2251	M	35-44
2252	F	18-24
2253	F	50-55
2254	M	35-44
2255	F	35-44
2256	F	45-49
2257	F	18-24
2258	F	18-24
2259	F	56+
2260	F	25-34
2261	M	25-34
2262	M	45-49
2263	M	25-34
2264	F	45-49
2265	M	56+
2266	F	50-55
2267	F	56+
2268	F	35-44
2269	F	45-49
2270	M	18-24
2271	M	50-55
2272	M	25-34
2273	M	25-34
2274	M	18-24
2275	M	56+
2276	M	56+
2277	F	45-49
2278	M	50-55
2279	M	50-55
2280	M	56+
2281	M	45-49
2282	M	50-55
2283	M	35-44
2284	M	25-34
2285	F	Under 18
2286	M	35-44
2287	M	56+
2288	M	Under 18
2289	F	50-55
2290	M	25-34
2291	M	45-49
2292	M	50-55
2293	F	56+
2294	M	56+
2295	M	45-49
2296	F	25-34
2297	M	56+
2298	M	35-44
2299	F	18-24
2300	M	56+
2301	F	25-34
2302	M	50-55
2303	M	50-55
2304	M	45-49
2305	M	50-55
2306	F	18-24
2307	M	25-34
2308	F	45-49
2309	F	45-49
2310	M	45-49
2311	F	25-34
2312	M	45-49
2313	F	50-55
2314	F	25-34
2315	M	56+
2316	M	35-44
2317	F	45-49
2318	M	56+
2319	M	35-44
2320	F	50-55
2321	M	25-34
2322	F	56+
2323	M	35-44
2324	M	35-44
2325	F	18-24
2326	M	18-24
2327	M	18-24
2328	M	56+
2329	F	56+
2330	M	45-49
2331	M	56+
2332	M	56+
2333	M	50-55
2334	F	56+
2335	M	50-55
2336	M	35-44
2337	M	35-44
2338	M	45-49
2339	F	56+
2340	M	35-44
2341	M	56+
2342	M	35-44
2343	F	45-49
2344	M	25-34
2345	M	35-44
2346	F	Under 18
2347	M	35-44
2348	M	50-55
2349	M	25-34
2350	M	18-24
2351	F	25-34
2352	M	50-55
2353	F	35-44
2354	M	35-44
2355	F	45-49
2356	F	50-55
2357	F	35-44
2358	F	56+
2359	M	56+
2360	M	50-55
2361	M	56+
2362	M	25-34
2363	M	50-55
2364	F	56+
2365	M	50-55
2366	F	45-49
2367	F	25-34
2368	F	56+
2369	M	35-44
2370	M	50-55
2371	F	35-44
2372	F	45-49
2373	M	45-49
2374	M	25-34
2375	F	50-55
2376	M	25-34
2377	M	35-44
2378	M	25-34
2379	M	18-24
2380	M	25-34
2381	F	35-44
2382	M	50-55
2383	F	25-34
2384	M	35-44
2385	F	45-49
2386	F	25-34
2387	M	25-34
2388	M	56+
2389	M	25-34
2390	F	25-34
2391	M	50-55
2392	F	56+
2393	M	56+
2394	M	35-44
2395	M	35-44
2396	F	18-24
2397	F	35-44
2398	M	25-34
2399	M	35-44
2400	F	25-34
2401	M	25-34
2402	M	45-49
2403	M	18-24
2404	M	18-24
2405	M	50-55
2406	F	56+
2407	M	35-44
2408	F	45-49
2409	F	35-44
2410	M	56+
2411	F	35-44
2412	M	56+
2413	F	56+
2414	M	25-34
2415	M	25-34
2416	M	45-49
2417	M	45-49
2418	F	Under 18
2419	M	25-34
2420	M	50-55
2421	M	35-44
2422	F	50-55
2423	F	45-49
2424	M	25-34
2425	F	35-44
2426	M	56+
2427	F	25-34
2428	M	45-49
2429	M	25-34
2430	M	25-34
2431	F	25-34
2432	M	25-34
2433	M	25-34
2434	M	25-34
2435	M	25-34
2436	M	25-34
2437	M	25-34
2438	M	35-44
2439	M	45-49
2440	M	50-55
2441	F	45-49
2442	M	35-44
2443	F	35-44
2444	F	45-49
2445	M	25-34
2446	M	18-24
2447	M	25-34
2448	M	35-44
2449	M	56+
2450	M	45-49
2451	M	45-49
2452	M	45-49
2453	M	25-34
2454	M	18-24
2455	M	35-44
2456	M	25-34
2457	M	25-34
2458	M	25-34
2459	M	50-55
2460	F	50-55
2461	M	18-24
2462	M	35-44
2463	M	25-34
2464	F	18-24
2465	M	50-55
2466	M	25-34
2467	M	Under 18
2468	M	50-55
2469	M	25-34
2470	M	35-44
2471	M	50-55
2472	M	25-34
2473	M	25-34
2474	M	25-34
2475	F	25-34
2476	M	50-55
2477	M	45-49
2478	M	50-55
2479	F	25-34
2480	F	18-24
2481	M	35-44
2482	F	50-55
2483	M	56+
2484	M	45-49
2485	M	35-44
2486	M	18-24
2487	M	45-49
2488	F	45-49
2489	F	35-44
2490	M	25-34
2491	M	35-44
2492	F	45-49
2493	M	45-49
2494	M	18-24
2495	F	18-24
2496	M	50-55
2497	F	50-55
2498	M	56+
2499	M	50-55
2500	M	56+
2501	M	25-34
2502	M	56+
2503	M	35-44
2504	M	25-34
2505	M	25-34
2506	F	25-34
2507	M	25-34
2508	F	35-44
2509	M	25-34
2510	M	25-34
2511	M	25-34
2512	F	45-49
2513	M	56+
2514	M	56+
2515	M	45-49
2516	F	45-49
2517	F	35-44
2518	M	25-34
2519	F	45-49
2520	F	56+
2521	M	35-44
2522	M	18-24
2523	M	25-34
2524	F	56+
2525	F	35-44
2526	M	56+
2527	M	35-44
2528	M	56+
2529	F	35-44
2530	M	18-24
2531	F	45-49
2532	F	56+
2533	F	25-34
2534	F	50-55
2535	F	56+
2536	M	56+
2537	M	35-44
2538	M	56+
2539	M	35-44
2540	F	45-49
2541	F	35-44
2542	F	45-49
2543	F	35-44
2544	M	45-49
2545	M	56+
2546	F	56+
2547	F	35-44
2548	F	35-44
2549	M	56+
2550	M	50-55
2551	M	25-34
2552	F	25-34
2553	M	25-34
2554	M	25-34
2555	M	56+
2556	M	25-34
2557	F	18-24
2558	M	56+
2559	M	18-24
2560	F	45-49
2561	M	25-34
2562	M	18-24
2563	M	45-49
2564	F	35-44
2565	M	35-44
2566	M	35-44
2567	M	25-34
2568	M	25-34
2569	M	45-49
2570	F	56+
2571	M	35-44
2572	M	35-44
2573	M	45-49
2574	M	50-55
2575	M	35-44
2576	M	18-24
2577	M	25-34
2578	M	50-55
2579	M	35-44
2580	F	45-49
2581	M	25-34
2582	F	25-34
2583	M	35-44
2584	F	56+
2585	M	45-49
2586	M	25-34
2587	M	35-44
2588	F	56+
2589	M	25-34
2590	M	18-24
2591	M	18-24
2592	M	50-55
2593	M	56+
2594	M	35-44
2595	M	18-24
2596	M	50-55
2597	F	50-55
2598	M	25-34
2599	M	25-34
2600	M	25-34
2601	M	35-44
2602	M	45-49
2603	M	25-34
2604	M	25-34
2605	M	35-44
2606	M	50-55
2607	F	56+
2608	F	25-34
2609	F	50-55
2610	M	45-49
2611	M	25-34
2612	F	45-49
2613	M	35-44
2614	M	25-34
2615	M	25-34
2616	M	35-44
2617	F	45-49
2618	F	18-24
2619	M	35-44
2620	M	18-24
2621	M	18-24
2622	F	35-44
2623	M	56+
2624	F	35-44
2625	M	35-44
2626	M	56+
2627	M	25-34
2628	F	25-34
2629	M	25-34
2630	F	18-24
2631	F	50-55
2632	M	56+
2633	F	35-44
2634	M	56+
2635	M	35-44
2636	M	18-24
2637	F	35-44
2638	M	25-34
2639	F	25-34
2640	M	35-44
2641	M	25-34
2642	M	25-34
2643	M	45-49
2644	M	18-24
2645	M	25-34
2646	M	45-49
2647	F	35-44
2648	M	25-34
2649	M	25-34
2650	M	45-49
2651	M	56+
2652	M	35-44
2653	M	25-34
2654	F	35-44
2655	M	35-44
2656	M	56+
2657	F	Under 18
2658	M	25-34
2659	M	35-44
2660	M	56+
2661	M	56+
2662	M	25-34
2663	F	25-34
2664	M	35-44
2665	M	35-44
2666	M	45-49
2667	F	35-44
2668	F	25-34
2669	M	45-49
2670	M	35-44
2671	F	35-44
2672	M	35-44
2673	M	35-44
2674	M	25-34
2675	M	35-44
2676	M	56+
2677	F	35-44
2678	M	25-34
2679	F	18-24
2680	M	25-34
2681	F	25-34
2682	M	18-24
2683	M	35-44
2684	F	18-24
2685	M	45-49
2686	M	25-34
2687	M	Under 18
2688	M	25-34
2689	M	25-34
2690	M	25-34
2691	M	18-24
2692	F	18-24
2693	M	56+
2694	M	18-24
2695	M	35-44
2696	M	25-34
2697	F	50-55
2698	F	25-34
2699	F	56+
2700	M	25-34
2701	M	45-49
2702	M	45-49
2703	M	35-44
2704	M	56+
2705	M	25-34
2706	F	25-34
2707	M	56+
2708	M	25-34
2709	F	25-34
2710	M	35-44
2711	F	25-34
2712	F	18-24
2713	M	25-34
2714	M	18-24
2715	F	50-55
2716	F	50-55
2717	M	25-34
2718	F	25-34
2719	M	25-34
2720	M	35-44
2721	M	45-49
2722	M	35-44
2723	F	25-34
2724	F	45-49
2725	M	35-44
2726	M	45-49
2727	M	25-34
2728	M	35-44
2729	M	50-55
2730	M	35-44
2731	M	35-44
2732	M	45-49
2733	M	45-49
2734	F	18-24
2735	M	25-34
2736	M	45-49
2737	M	25-34
2738	F	50-55
2739	F	35-44
2740	M	45-49
2741	M	25-34
2742	M	25-34
2743	M	25-34
2744	M	18-24
2745	F	35-44
2746	M	50-55
2747	F	18-24
2748	M	25-34
2749	M	25-34
2750	F	25-34
2751	F	25-34
2752	M	25-34
2753	F	50-55
2754	M	50-55
2755	M	35-44
2756	M	18-24
2757	M	25-34
2758	M	56+
2759	M	25-34
2760	M	56+
2761	M	35-44
2762	M	50-55
2763	F	18-24
2764	M	25-34
2765	M	50-55
2766	M	45-49
2767	M	25-34
2768	M	25-34
2769	M	25-34
2770	M	35-44
2771	M	18-24
2772	M	35-44
2773	M	35-44
2774	M	25-34
2775	F	18-24
2776	M	25-34
2777	M	18-24
2778	M	56+
2779	M	35-44
2780	M	25-34
2781	M	35-44
2782	F	18-24
2783	M	45-49
2784	M	50-55
2785	M	56+
2786	M	25-34
2787	M	25-34
2788	M	56+
2789	M	18-24
2790	M	25-34
2791	M	56+
2792	M	18-24
2793	M	35-44
2794	M	25-34
2795	M	50-55
2796	M	25-34
2797	F	25-34
2798	M	35-44
2799	M	18-24
2800	F	18-24
2801	F	25-34
2802	M	35-44
2803	M	25-34
2804	F	35-44
2805	M	56+
2806	M	Under 18
2807	F	35-44
2808	M	56+
2809	M	25-34
2810	F	Under 18
2811	M	25-34
2812	M	25-34
2813	M	25-34
2814	M	35-44
2815	M	35-44
2816	M	25-34
2817	M	35-44
2818	M	25-34
2819	M	45-49
2820	F	35-44
2821	M	18-24
2822	M	50-55
2823	M	25-34
2824	M	18-24
2825	F	25-34
2826	M	35-44
2827	M	25-34
2828	M	18-24
2829	M	45-49
2830	M	35-44
2831	M	25-34
2832	M	25-34
2833	M	25-34
2834	M	35-44
2835	M	35-44
2836	M	25-34
2837	M	18-24
2838	M	18-24
2839	M	25-34
2840	M	25-34
2841	M	50-55
2842	M	35-44
2843	F	25-34
2844	M	25-34
2845	M	25-34
2846	F	18-24
2847	M	18-24
2848	M	25-34
2849	M	45-49
2850	M	18-24
2851	F	25-34
2852	M	25-34
2853	M	Under 18
2854	F	18-24
2855	M	25-34
2856	M	35-44
2857	M	25-34
2858	F	Under 18
2859	M	18-24
2860	M	35-44
2861	M	25-34
2862	M	45-49
2863	F	25-34
2864	F	35-44
2865	F	25-34
2866	M	25-34
2867	M	45-49
2868	M	35-44
2869	M	50-55
2870	M	50-55
2871	F	25-34
2872	M	25-34
2873	F	18-24
2874	F	35-44
2875	M	25-34
2876	M	25-34
2877	M	35-44
2878	F	50-55
2879	M	18-24
2880	M	18-24
2881	F	25-34
2882	M	18-24
2883	M	18-24
2884	F	50-55
2885	F	18-24
2886	M	18-24
2887	M	25-34
2888	M	25-34
2889	M	35-44
2890	M	35-44
2891	F	18-24
2892	M	25-34
2893	M	25-34
2894	M	18-24
2895	M	25-34
2896	M	18-24
2897	M	25-34
2898	M	18-24
2899	M	35-44
2900	M	18-24
2901	M	25-34
2902	M	25-34
2903	M	25-34
2904	M	25-34
2905	M	35-44
2906	M	35-44
2907	F	35-44
2908	M	18-24
2909	M	25-34
2910	M	Under 18
2911	F	25-34
2912	F	18-24
2913	F	35-44
2914	M	25-34
2915	M	25-34
2916	M	45-49
2917	M	25-34
2918	M	25-34
2919	M	18-24
2920	M	25-34
2921	M	50-55
2922	M	25-34
2923	M	35-44
2924	F	18-24
2925	F	25-34
2926	F	18-24
2927	M	25-34
2928	M	25-34
2929	M	18-24
2930	M	50-55
2931	M	18-24
2932	M	25-34
2933	M	35-44
2934	F	35-44
2935	M	25-34
2936	F	18-24
2937	F	18-24
2938	F	25-34
2939	F	25-34
2940	M	25-34
2941	M	35-44
2942	F	50-55
2943	M	35-44
2944	F	18-24
2945	F	35-44
2946	M	35-44
2947	F	25-34
2948	M	18-24
2949	M	25-34
2950	M	18-24
2951	F	35-44
2952	M	25-34
2953	M	25-34
2954	M	18-24
2955	M	35-44
2956	M	25-34
2957	M	18-24
2958	M	25-34
2959	M	35-44
2960	M	18-24
2961	M	50-55
2962	M	35-44
2963	F	18-24
2964	M	25-34
2965	F	35-44
2966	F	25-34
2967	M	25-34
2968	F	18-24
2969	M	25-34
2970	M	18-24
2971	M	25-34
2972	M	25-34
2973	F	18-24
2974	M	18-24
2975	M	35-44
2976	M	18-24
2977	F	18-24
2978	M	35-44
2979	M	35-44
2980	M	45-49
2981	M	45-49
2982	M	25-34
2983	M	18-24
2984	M	25-34
2985	M	18-24
2986	M	25-34
2987	M	18-24
2988	F	18-24
2989	M	35-44
2990	M	35-44
2991	M	50-55
2992	M	18-24
2993	M	18-24
2994	M	35-44
2995	M	25-34
2996	M	18-24
2997	F	35-44
2998	F	25-34
2999	M	25-34
3000	M	25-34
3001	M	18-24
3002	M	45-49
3003	M	18-24
3004	F	18-24
3005	M	25-34
3006	M	18-24
3007	M	35-44
3008	M	18-24
3009	F	35-44
3010	M	25-34
3011	M	25-34
3012	M	25-34
3013	M	45-49
3014	M	35-44
3015	M	56+
3016	M	18-24
3017	F	35-44
3018	M	35-44
3019	M	50-55
3020	F	35-44
3021	F	45-49
3022	M	25-34
3023	F	25-34
3024	M	35-44
3025	F	35-44
3026	F	18-24
3027	M	18-24
3028	M	Under 18
3029	M	18-24
3030	M	35-44
3031	M	18-24
3032	M	25-34
3033	M	18-24
3034	F	18-24
3035	F	25-34
3036	M	56+
3037	F	25-34
3038	F	35-44
3039	F	50-55
3040	M	25-34
3041	M	25-34
3042	M	56+
3043	M	18-24
3044	M	35-44
3045	M	45-49
3046	M	Under 18
3047	F	25-34
3048	M	18-24
3049	F	50-55
3050	M	35-44
3051	M	18-24
3052	M	35-44
3053	F	25-34
3054	M	18-24
3055	F	25-34
3056	M	25-34
3057	F	25-34
3058	M	18-24
3059	M	35-44
3060	F	35-44
3061	M	45-49
3062	M	18-24
3063	M	18-24
3064	M	35-44
3065	F	18-24
3066	M	18-24
3067	F	25-34
3068	F	35-44
3069	M	18-24
3070	F	18-24
3071	M	25-34
3072	M	50-55
3073	M	25-34
3074	M	25-34
3075	F	25-34
3076	M	35-44
3077	M	18-24
3078	F	35-44
3079	F	25-34
3080	M	25-34
3081	M	25-34
3082	F	35-44
3083	F	50-55
3084	M	25-34
3085	M	25-34
3086	M	18-24
3087	F	Under 18
3088	F	25-34
3089	M	45-49
3090	M	25-34
3091	F	25-34
3092	M	35-44
3093	F	45-49
3094	M	35-44
3095	F	25-34
3096	F	45-49
3097	F	25-34
3098	M	25-34
3099	M	25-34
3100	F	25-34
3101	M	18-24
3102	M	25-34
3103	M	25-34
3104	M	18-24
3105	M	35-44
3106	M	25-34
3107	M	25-34
3108	M	50-55
3109	F	25-34
3110	M	25-34
3111	M	18-24
3112	M	18-24
3113	M	25-34
3114	M	18-24
3115	M	35-44
3116	M	25-34
3117	M	35-44
3118	M	25-34
3119	M	45-49
3120	M	18-24
3121	M	25-34
3122	F	25-34
3123	M	25-34
3124	M	25-34
3125	M	25-34
3126	M	25-34
3127	F	25-34
3128	M	18-24
3129	M	25-34
3130	M	25-34
3131	F	25-34
3132	M	35-44
3133	M	18-24
3134	M	18-24
3135	M	25-34
3136	F	25-34
3137	M	25-34
3138	M	35-44
3139	M	56+
3140	F	25-34
3141	M	25-34
3142	M	25-34
3143	F	50-55
3144	F	25-34
3145	M	18-24
3146	M	25-34
3147	M	25-34
3148	M	18-24
3149	M	18-24
3150	F	25-34
3151	F	25-34
3152	M	18-24
3153	F	25-34
3154	F	25-34
3155	M	25-34
3156	M	35-44
3157	M	25-34
3158	M	25-34
3159	F	25-34
3160	M	25-34
3161	M	25-34
3162	M	25-34
3163	M	18-24
3164	M	18-24
3165	M	35-44
3166	M	18-24
3167	M	25-34
3168	F	35-44
3169	M	50-55
3170	M	25-34
3171	F	50-55
3172	M	18-24
3173	M	25-34
3174	F	18-24
3175	M	35-44
3176	M	25-34
3177	F	25-34
3178	F	35-44
3179	F	18-24
3180	M	25-34
3181	M	25-34
3182	M	25-34
3183	M	50-55
3184	F	25-34
3185	M	18-24
3186	M	50-55
3187	M	35-44
3188	M	56+
3189	M	25-34
3190	M	Under 18
3191	M	25-34
3192	M	18-24
3193	M	25-34
3194	M	25-34
3195	M	18-24
3196	F	18-24
3197	F	18-24
3198	M	25-34
3199	M	18-24
3200	F	25-34
3201	M	45-49
3202	F	18-24
3203	M	35-44
3204	M	45-49
3205	F	35-44
3206	M	18-24
3207	M	35-44
3208	M	25-34
3209	M	25-34
3210	F	45-49
3211	M	50-55
3212	F	25-34
3213	F	25-34
3214	F	56+
3215	F	50-55
3216	M	35-44
3217	F	35-44
3218	M	56+
3219	F	18-24
3220	M	35-44
3221	M	25-34
3222	M	35-44
3223	M	25-34
3224	F	25-34
3225	M	18-24
3226	M	35-44
3227	F	25-34
3228	M	25-34
3229	F	56+
